@relation BaseHistorica-weka.filters.unsupervised.attribute.Remove-R1

@attribute WMC numeric
@attribute LCOM numeric
@attribute NBD numeric
@attribute DIT numeric
@attribute NOC numeric
@attribute NORM numeric
@attribute SIX numeric
@attribute MLOC numeric
@attribute NAC numeric
@attribute NSF numeric
@attribute NSM numeric
@attribute PAR numeric
@attribute NOI numeric
@attribute NOP numeric
@attribute I numeric
@attribute A numeric
@attribute Dn numeric
@attribute debug numeric
@attribute breakpoint numeric
@attribute refactoring numeric
@attribute CodErro numeric
@attribute qtdeErros numeric
@attribute classe {basic,intermediate,proficient}

@data
8.667,0.538,1.04,1.333,0.333,0,0,1.96,4,0,0.333,0.52,0,2,0.5,0,0.5,0,0,0,5,2,intermediate
9.333,0.538,1.037,1.333,0.333,0,0,3.296,4,0,1,0.556,0,2,0.5,0,0.5,0,0,0,1,1,intermediate
9.333,0.538,1.037,1.333,0.333,0,0,3.296,4,0,1,0.556,0,2,0.5,0,0.5,0,0,0,0,0,intermediate
9.333,0.538,1.037,1.333,0.333,0,0,3.296,4,0,1,0.556,0,2,0.5,0,0.5,0,0,0,8,3,intermediate
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,intermediate
0.333,0,1,1,0,0,0,0,0,0,0.333,1,0,2,1,0,0,0,0,0,0,0,intermediate
10,0.584,1.034,1.333,0.333,0,0,3,4.667,0.667,0.333,0.517,0,2,0.5,0,0.5,0,0,0,0,0,intermediate
11.333,0.584,1.103,1.333,0.333,0,0,3.379,4.667,1.333,0.333,0.517,0,2,0.5,0,0.5,0,0,0,0,0,intermediate
15.333,0.584,1.138,1.333,0.333,0,0,4.241,4.667,1.667,0.333,0.517,0,2,0.5,0,0.5,0,0,0,0,0,intermediate
15.667,0.584,1.138,1.333,0.333,0,0,4.759,4.667,1.667,0.333,0.517,0,2,0.5,0,0.5,0,0,0,0,0,intermediate
15.667,0.584,1.138,1.333,0.333,0,0,4.724,4.667,1.667,0.333,0.517,0,2,0.5,0,0.5,0,0,0,0,0,intermediate
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,intermediate
0,0,0,1,0,0,0,0,12,0,0,0,0,1,1,0,0,0,0,1,0,0,intermediate
0,0,0,1,0,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,intermediate
0,0,0,1,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,intermediate
0,0,0,1,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,intermediate
0,0,0,1,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,intermediate
0,0,0,1.5,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,intermediate
0.5,0,1,1.5,0,0,0,2,6.5,0,0,10,0,1,1,0,0,0,0,1,0,0,intermediate
0.667,0,1,1.333,0,0,0,1,4.333,0,0.333,5.5,0,1,1,0,0,0,0,0,0,0,intermediate
0.667,0,1,1.333,0,0,0,1.5,4.333,0,0.333,5.5,0,1,1,0,0,0,0,0,2,2,intermediate
0.667,0,1,1.333,0,0,0,1.5,4.333,0,0.333,5.5,0,1,1,0,0,0,0,0,0,0,intermediate
0.667,0,1,1.333,0,0,0,2,4.333,0,0.333,5.5,0,1,1,0,0,0,0,0,0,0,intermediate
0.667,0,1,1.333,0,0,0,2.5,4.333,0,0.333,5.5,0,1,1,0,0,0,0,1,2,3,intermediate
0.667,0,1,1.333,0,0,0,2.5,4.333,0,0.333,5.5,0,1,1,0,0,0,0,1,0,0,intermediate
1,0,1,1.333,0.333,0,0,4.667,4,0,0.333,6.667,0,1,1,0,0,0,0,0,9,2,intermediate
1,0,1,1.333,0.333,0,0,4.667,4,0,0.333,6.333,0,1,1,0,0,0,0,0,9,2,intermediate
1,0,1,1.333,0.333,0,0,5,4,0,0.333,6.333,0,1,1,0,0,0,0,0,9,2,intermediate
1.333,0,1.333,1.333,0.333,0,0,6.333,4,0,0.333,6.333,0,1,1,0,0,0,0,0,1,2,intermediate
1.333,0,1.333,1.333,0.333,0,0,7,4,0,0.333,6.333,0,1,1,0,0,0,0,0,1,1,intermediate
1.333,0,1.333,1.333,0.333,0,0,7,4,0,0.333,6.333,0,1,1,0,0,0,0,0,0,0,intermediate
1.667,0,1,1.333,0.333,0,0,8.333,4,0,0.333,6.333,0,1,1,0,0,0,0,0,0,0,intermediate
1.667,0,1,1.333,0.333,0,0,8.667,4,0,0.333,6.333,0,1,1,0,0,0,0,0,0,0,intermediate
1.667,0,1,1.333,0.333,0,0,9,4,0,0.333,6.333,0,1,1,0,0,0,0,0,0,0,intermediate
1.667,0,1,1.333,0.333,0,0,9.333,4,0,0.333,6.333,0,1,1,0,0,0,0,0,0,0,intermediate
1.667,0,1,1.333,0.333,0,0,10.667,4,0,0.333,6.333,0,1,1,0,0,0,0,0,0,0,intermediate
1.667,0,1,1.333,0.333,0,0,12,4,0,0.333,6.333,0,1,1,0,0,0,0,0,2,1,intermediate
1.667,0,1,1.333,0.333,0,0,12,4,0,0.333,6.333,0,1,1,0,0,0,0,0,0,0,intermediate
8,0.296,1,1.333,0.333,0,0,2.455,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8,0.296,1,1.333,0.333,0,0,2.545,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8,0.296,1,1.333,0.333,0,0,3.273,4,0,0.333,1.273,0,1,1,0,0,0,0,0,8,1,intermediate
8,0.296,1,1.333,0.333,0,0,3.273,4,0,0.333,1.273,0,1,1,0,0,0,0,0,7,2,intermediate
8,0.296,1,1.333,0.333,0,0,3.636,4,0,0.333,1.273,0,1,1,0,0,0,0,0,2,4,intermediate
8,0.296,1,1.333,0.333,0,0,3.636,4,0,0.333,1.273,0,1,1,0,0,0,0,0,1,1,intermediate
8,0.296,1,1.333,0.333,0,0,3.636,4,0,0.333,1.273,0,1,1,0,0,0,0,1,8,2,intermediate
8,0.296,1,1.333,0.333,0,0,3.636,4,0,0.333,1.273,0,1,1,0,0,0,0,1,8,1,intermediate
8,0.296,1,1.333,0.333,0,0,3.636,4,0,0.333,1.273,0,1,1,0,0,0,0,1,1,1,intermediate
8,0.296,1,1.333,0.333,0,0,3.636,4,0,0.333,1.273,0,1,1,0,0,0,0,1,7,1,intermediate
8,0.296,1,1.333,0.333,0,0,3.636,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.667,0.296,1.045,1.333,0.333,0,0,3.773,4,0,0.333,1.273,0,1,1,0,0,0,0,0,1,1,intermediate
8.667,0.296,1.045,1.333,0.333,0,0,3.773,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.667,0.296,1.045,1.333,0.333,0,0,3.818,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.333,0.296,1.045,1.333,0.333,0,0,3.818,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.333,0.296,1.045,1.333,0.333,0,0,3.864,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.333,0.296,1.045,1.333,0.333,0,0,3.818,4,0,0.333,1.273,0,1,1,0,0,0,0,1,0,0,intermediate
8.333,0.296,1.045,1.333,0.333,0,0,4.045,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.333,0.296,1.045,1.333,0.333,0,0,4.091,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.333,0.296,1.045,1.333,0.333,0,0,4.136,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.333,0.296,1.045,1.333,0.333,0,0,4.182,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.333,0.296,1.045,1.333,0.333,0,0,4.227,4,0,0.333,1.273,0,1,1,0,0,0,0,0,8,3,intermediate
8.333,0.296,1.045,1.333,0.333,0,0,4.227,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.333,0.296,1.045,1.333,0.333,0,0,4.227,4,0,0.333,1.273,0,1,1,0,0,0,0,0,8,1,intermediate
8.333,0.296,1.045,1.333,0.333,0,0,4.273,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.667,0.296,1.091,1.333,0.333,0,0,4.364,4,0,0.333,1.273,0,1,1,0,0,0,0,0,2,2,intermediate
8.667,0.296,1.091,1.333,0.333,0,0,4.409,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.667,0.296,1.091,1.333,0.333,0,0,4.545,4,0,0.333,1.273,0,1,1,0,0,0,0,0,4,1,intermediate
8.667,0.296,1.091,1.333,0.333,0,0,4.545,4,0,0.333,1.273,0,1,1,0,0,0,0,0,2,1,intermediate
8.667,0.296,1.091,1.333,0.333,0,0,4.591,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.667,0.296,1.091,1.333,0.333,0,0,4.636,4,0,0.333,1.273,0,1,1,0,0,0,0,0,0,0,intermediate
8.667,0.296,1.091,1.333,0.333,0,0,4.636,4,0,0.333,1.273,0,1,1,0,0,0,0,0,12,4,intermediate
8.667,0.296,1.091,1.333,0.333,0,0,4.636,4,0,0.333,1.273,0,1,1,0,0,0,0,0,12,1,intermediate
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,intermediate
0,0,0,1,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,1,0,0,intermediate
0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,intermediate
2,0.333,1,1.5,0,0,0,1,3,0,0,0.5,0,1,1,0.5,0.5,0,0,0,0,0,intermediate
7,0.778,1,1.5,0.5,0,0,1,3.5,0,0,0.5,0,1,1,0.5,0.5,0,0,0,0,0,intermediate
7,0.819,1,1.5,0.5,0,0,1,5,0,0,0.5,0,1,1,0.5,0.5,0,0,1,1,1,intermediate
7,0.819,1,1.5,0.5,0,0,1,5,0,0,0.5,0,1,1,0.5,0.5,0,0,1,0,0,intermediate
7,0.827,1,1.5,0.5,0,0,1,5.5,0,0,0.5,0,1,1,0.5,0.5,0,0,1,0,0,intermediate
7,0.827,1,1.5,0.5,0,0,1,5.5,0,0,0.5,0,1,1,0.5,0.5,0,0,0,0,0,intermediate
4.667,0.551,1,1.333,0.333,0,0,1,3.667,0,0,0.5,0,2,1,0.25,0.25,0,0,0,0,0,intermediate
5,0.551,1,1.333,0.333,0,0,1.267,3.667,0,0.333,0.533,0,2,1,0.25,0.25,0,0,0,0,0,intermediate
7.667,0.536,1,1.333,0.333,0,0,1.174,3.667,0,0.333,0.522,0,2,1,0.25,0.25,0,0,1,0,0,intermediate
8,0.536,1.043,1.333,0.333,0,0,1.435,3.667,0,0.333,0.522,0,2,1,0.25,0.25,0,0,0,0,0,intermediate
8,0.536,1.043,1.333,0.333,0,0,1.957,3.667,0,0.333,0.522,0,2,1,0.25,0.25,0,0,0,0,0,intermediate
8,0.536,1.043,1.333,0.333,0,0,2.13,3.667,0,0.333,0.522,0,2,1,0.25,0.25,0,0,0,1,6,intermediate
8,0.536,1.043,1.333,0.333,0,0,2.13,3.667,0,0.333,0.522,0,2,1,0.25,0.25,0,0,0,0,0,intermediate
8,0.536,1.043,1.333,0.333,0,0,2.043,3.667,0,0.333,0.522,0,2,1,0.25,0.25,0,0,0,0,0,intermediate
8.333,0.536,1.043,1.333,0.333,0,0,2.87,3.667,0,0.333,0.522,0,2,1,0.25,0.25,0,0,0,0,0,intermediate
8.333,0.536,1.043,1.333,0.333,0,0,2.87,3.667,0,0.333,0.522,0,2,1,0.25,0.25,0,0,0,7,2,intermediate
8.333,0.536,1.043,1.333,0.333,0,0,2.87,3.667,0,0.333,0.522,0,2,1,0.25,0.25,0,0,0,1,2,intermediate
8.333,0.536,1.043,1.333,0.333,0,0,3.043,3.667,0,0.333,0.522,0,2,1,0.25,0.25,0,0,0,2,5,intermediate
8.333,0.536,1.043,1.333,0.333,0,0,3.043,3.667,0,0.333,0.522,0,2,0.5,0,0.5,0,0,1,0,0,intermediate
8.333,0.536,1.043,1.333,0.333,0,0,3.043,3.667,0,0.333,0.522,0,2,0.5,0,0.5,0,0,0,0,0,intermediate
8.667,0.536,1.042,1.333,0.333,0,0,2.917,3.667,0.667,0.667,0.542,0,2,0.5,0,0.5,0,0,1,2,1,intermediate
8.667,0.536,1.042,1.333,0.333,0,0,2.917,3.667,0.667,0.667,0.542,0,2,0.5,0,0.5,0,0,0,1,5,intermediate
8.667,0.536,1.042,1.333,0.333,0,0,3,3.667,0.667,0.667,0.542,0,2,0.5,0,0.5,0,0,0,0,0,intermediate
8.667,0.536,1.042,1.333,0.333,0,0,3,3.667,0.667,0.667,0.542,0,2,0.5,0,0.5,0,0,1,0,0,intermediate
8.667,0.536,1.083,1.333,0.333,0,0,3.208,3.667,0.667,0.667,0.542,0,2,0.5,0,0.5,0,0,0,0,0,intermediate
9,0.536,1.083,1.333,0.333,0,0,3.417,3.667,0.667,0.667,0.542,0,2,0.5,0,0.5,0,0,0,0,0,intermediate
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,intermediate
27,0.917,1,1,0,0,0,1.741,12,0,0,1.222,0,1,1,0,0,0,0,1,0,0,intermediate
27,0.917,1,1,0,0,0,1.741,12,0,0,1.222,0,1,1,0,0,0,0,0,0,0,intermediate
14,0.458,1,1,0,0,0,1.679,6,0,0.5,1.214,0,1,1,0,0,0,0,0,0,0,intermediate
14,0.458,1,1,0,0,0,1.857,6,0,0.5,1.214,0,1,1,0,0,0,0,0,0,0,intermediate
15,0.463,1,1,0,0,0,1.8,6.5,0,0.5,1.167,0,1,1,0,0,0,0,1,8,2,intermediate
15,0.463,1,1,0,0,0,1.8,6.5,0,0.5,1.167,0,1,1,0,0,0,0,0,8,2,intermediate
16,0.463,1.033,1,0,0,0,2.967,6.5,0,0.5,1.167,0,1,1,0,0,0,0,0,7,1,intermediate
16,0.463,1.033,1,0,0,0,2.967,6.5,0,0.5,1.167,0,1,1,0,0,0,0,0,0,0,intermediate
17,0.463,1.033,1,0,0,0,3.4,6.5,0,0.5,1.167,0,1,1,0,0,0,0,0,0,0,intermediate
17,0.463,1.033,1,0,0,0,3.233,6.5,0,0.5,1.167,0,1,1,0,0,0,0,0,1,2,intermediate
17,0.463,1.033,1,0,0,0,3.233,6.5,0,0.5,1.167,0,1,1,0,0,0,0,0,2,1,intermediate
16.5,0.463,1.032,1,0,0,0,3.032,6.5,0,1,1.129,0,1,1,0,0,0,0,0,1,1,intermediate
16.5,0.463,1.032,1,0,0,0,3.032,6.5,0,1,1.129,0,1,1,0,0,0,0,0,2,1,intermediate
16.5,0.463,1.032,1,0,0,0,3.032,6.5,0,1,1.129,0,1,1,0,0,0,0,0,0,0,intermediate
17.5,0.463,1.032,1,0,0,0,3.194,6.5,0,1,1.129,0,1,1,0,0,0,0,0,0,0,intermediate
17.5,0.463,1.032,1,0,0,0,3.258,6.5,0,1,1.129,0,1,1,0,0,0,0,0,0,0,intermediate
18,0.463,1.031,1,0,0,0,3.188,6.5,0,1.5,1.094,0,1,1,0,0,0,0,0,0,0,intermediate
18,0.463,1.031,1,0,0,0,3.375,6.5,0,1.5,1.094,0,1,1,0,0,0,0,0,2,1,intermediate
18,0.463,1.031,1,0,0,0,3.375,6.5,0,1.5,1.094,0,1,1,0,0,0,0,0,0,0,intermediate
20,0.463,1.031,1,0,0,0,3.781,6.5,0,1.5,1.094,0,1,1,0,0,0,0,1,2,1,intermediate
20,0.463,1.031,1,0,0,0,3.781,6.5,0,1.5,1.094,0,1,1,0,0,0,0,0,1,1,intermediate
20.5,0.463,1.03,1,0,0,0,3.697,6.5,0,2,1.061,0,1,1,0,0,0,0,0,3,1,intermediate
20.5,0.463,1.03,1,0,0,0,3.697,6.5,0,2,1.061,0,1,1,0,0,0,0,0,0,0,intermediate
20.5,0.463,1.03,1,0,0,0,3.697,6.5,0.5,2,1.061,0,1,1,0,0,0,0,0,3,1,intermediate
20.5,0.463,1.03,1,0,0,0,3.697,6.5,0.5,2,1.061,0,1,1,0,0,0,0,0,0,0,intermediate
20.5,0.463,1.03,1,0,0,0,3.788,6.5,0.5,2,1.061,0,1,1,0,0,0,0,0,1,1,intermediate
20.5,0.463,1.03,1,0,0,0,3.788,6.5,0.5,2,1.061,0,1,1,0,0,0,0,0,8,3,intermediate
23,0.463,1.061,1,0,0,0,4.182,6.5,0.5,2,1.061,0,1,1,0,0,0,0,0,0,0,intermediate
23.5,0.463,1.091,1,0,0,0,4.242,6.5,0.5,2,1.061,0,1,1,0,0,0,0,0,0,0,intermediate
23.5,0.463,1.091,1,0,0,0,4.242,6.5,0.5,2,1.061,0,1,1,0,0,0,0,1,0,0,intermediate
24,0.463,1.088,1,0,0,0,4.176,6.5,0.5,2.5,1.029,0,1,1,0,0,0,0,0,0,0,intermediate
25,0.463,1.118,1,0,0,0,4.353,6.5,0.5,2.5,1.029,0,1,1,0,0,0,0,0,0,0,intermediate
25.5,0.463,1.118,1,0,0,0,4.471,6.5,0.5,2.5,1.029,0,1,1,0,0,0,0,0,0,0,intermediate
25.5,0.463,1.118,1,0,0,0,4.471,6.5,0.5,2.5,1.029,0,1,1,0,0,0,0,0,10,2,intermediate
25.5,0.463,1.118,1,0,0,0,4.588,6.5,0.5,2.5,1.029,0,1,1,0,0,0,0,0,1,2,intermediate
25.5,0.463,1.118,1,0,0,0,4.618,6.5,0.5,2.5,1.029,0,1,1,0,0,0,0,0,0,0,intermediate
26,0.463,1.114,1,0,0,0,4.543,6.5,0.5,3,1,0,1,1,0,0,0,0,0,0,0,intermediate
1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,intermediate
1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,intermediate
1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,intermediate
0.5,0,1,1,0,0,0,0,0,0,0.5,1,0,2,1,0,0,0,0,0,0,0,intermediate
0.5,0,1,1,0,0,0,0,4,0,0.5,1,0,2,1,0,0,0,0,0,0,0,intermediate
8.5,0.467,1,1,0,0,0,0.941,4,0,0.5,0.529,0,2,1,0,0,0,0,0,0,0,intermediate
5.667,0.311,1,1,0,0,0,0.941,2.667,0,0.333,0.529,0,2,1,0,0,0,0,0,0,0,intermediate
5.667,0.311,1,1,0,0,0,0.941,2.667,0,0.333,0.529,0,2,1,0,0,0,0,1,0,0,intermediate
4.25,0.233,1,1,0,0,0,0.941,2,0,0.25,0.529,0,2,1,0,0,0,0,1,0,0,intermediate
4.25,0.233,1,1,0,0,0,0.941,2,0,0.25,0.529,0,2,1,0,0,0,0,0,0,0,intermediate
4.25,0.233,1,1.25,0,0,0,0.941,2,0,0.25,0.529,0,2,1,0,0,0,0,0,0,0,intermediate
4.25,0.233,1,1.25,0,0,0,0.941,2.75,0,0.25,0.529,0,2,1,0,0,0,0,0,0,0,intermediate
5.75,0.433,1,1.25,0,0,0,0.957,2.75,0,0.25,0.522,0,2,1,0,0,0,0,0,0,0,intermediate
5.75,0.433,1,1.5,0,0,0,0.957,3.25,0,0.25,0.522,0,2,1,0,0,0,0,0,0,0,intermediate
6.75,0.6,1,1.5,0,0,0,0.963,3.25,0,0.25,0.519,0,2,1,0,0,0,0,0,0,0,intermediate
6.75,0.6,1,1.5,0,0,0,1.074,3.25,0,0.25,0.519,0,2,1,0,0,0,0,0,0,0,intermediate
6.75,0.6,1,1.5,0,0,0,1.074,3.25,0,0.25,0.519,0,2,1,0,0,0,0,0,7,1,intermediate
6.75,0.6,1,1.5,0,0,0,1.148,3.25,0,0.25,0.519,0,2,1,0,0,0,0,0,1,1,intermediate
6.75,0.6,1,1.5,0,0,0,1.148,3.25,0,0.25,0.519,0,2,1,0,0,0,0,0,2,1,intermediate
6.75,0.6,1,1.5,0,0,0,1.259,3.25,0,0.25,0.519,0,2,1,0,0,0,0,0,1,1,intermediate
6.75,0.6,1,1.5,0,0,0,1.259,3.25,0,0.25,0.519,0,2,1,0,0,0,0,0,2,1,intermediate
6.75,0.6,1,1.5,0,0,0,1.333,3.25,0,0.25,0.519,0,2,1,0,0,0,0,0,0,0,intermediate
7,0.6,1.037,1.5,0,0,0,1.481,3.25,0,0.25,0.519,0,2,1,0,0,0,0,0,0,0,intermediate
7,0.6,1.037,1.5,0,0,0,1.556,3.25,0,0.25,0.519,0,2,1,0,0,0,0,0,0,0,intermediate
7,0.6,1.037,1.5,0,0,0,1.63,3.25,0,0.25,0.519,0,2,1,0,0,0,0,1,0,0,intermediate
7.25,0.558,1.036,1.5,0,0,0,1.679,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,0,0,intermediate
7.75,0.558,1.071,1.5,0,0,0,1.929,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,0,0,intermediate
7.75,0.558,1.071,1.5,0,0,0,2,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,0,0,intermediate
7.75,0.558,1.071,1.5,0,0,0,2.071,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,2,3,intermediate
7.75,0.558,1.071,1.5,0,0,0,2.107,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,8,1,intermediate
7.75,0.558,1.071,1.5,0,0,0,2.107,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,0,0,intermediate
7.75,0.558,1.071,1.5,0,0,0,2.179,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,0,0,intermediate
7.75,0.558,1.071,1.5,0,0,0,2.214,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,0,0,intermediate
7.75,0.558,1.071,1.5,0,0,0,2.536,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,1,3,intermediate
7.75,0.558,1.071,1.5,0,0,0,2.679,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,0,0,intermediate
8,0.558,1.071,1.5,0,0,0,2.786,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,0,0,intermediate
8,0.558,1.071,1.5,0,0,0,2.786,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,10,2,intermediate
8,0.558,1.071,1.5,0,0,0,2.821,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,0,0,intermediate
8,0.558,1.071,1.5,0,0,0,2.857,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,0,0,intermediate
8,0.558,1.071,1.5,0,0,0,2.821,3.25,0,0.25,0.857,0,2,1,0,0,0,0,1,0,0,intermediate
6.4,0.447,1.071,1.4,0,0,0,2.821,2.6,0,0.2,0.857,0,2,1,0,0,0,0,0,0,0,intermediate
6.4,0.447,1.071,1.4,0,0,0,2.821,2.6,0,0.2,0.857,0,2,1,0,0,0,0,1,1,2,intermediate
6.6,0.447,1.069,1.4,0,0,0,2.724,2.6,0,0.2,0.862,0,2,1,0,0,0,0,0,1,2,intermediate
6.8,0.447,1.067,1.4,0,0,0,2.633,2.6,0,0.2,0.867,0,2,1,0,0,0,0,0,1,1,intermediate
6.8,0.447,1.067,1.4,0,0,0,2.633,2.6,0,0.2,0.867,0,2,1,0,0,0,0,0,0,0,intermediate
8.25,0.558,1.069,1.5,0,0,0,2.759,3.25,0,0.5,0.862,0,2,1,0,0,0,0,1,1,2,intermediate
8.25,0.558,1.069,1.5,0,0,0,2.724,3.25,0,0.5,0.862,0,2,1,0,0,0,0,1,0,0,intermediate
8.25,0.558,1.069,1.5,0,0,0,2.724,3.25,0,0.5,0.862,0,2,1,0,0,0,0,0,0,0,intermediate
9.5,0.558,1.071,1.5,0,0,0,3.536,3.25,0,0.25,0.857,0,2,1,0,0,0,0,1,1,1,intermediate
9.5,0.558,1.071,1.5,0,0,0,3.536,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,1,1,intermediate
7.6,0.447,1.071,1.4,0,0,0,3.536,2.6,0,0.2,0.857,0,3,1,0,0,0,0,0,0,0,intermediate
9.5,0.558,1.071,1.5,0,0,0,3.536,3.25,0,0.25,0.857,0,2,1,0,0,0,0,0,0,0,intermediate
7.8,0.447,1.069,1.4,0,0,0,3.448,2.6,0,0.2,0.828,0,3,1,0,0,0,0,1,2,1,intermediate
7.8,0.447,1.069,1.4,0,0,0,3.448,2.6,0,0.2,0.828,0,3,1,0,0,0,0,0,2,2,intermediate
8,0.447,1.067,1.4,0,0,0,3.367,2.6,0,0.2,0.867,0,3,1,0,0,0,0,0,2,1,intermediate
8,0.447,1.067,1.4,0,0,0,3.367,2.6,0,0.2,0.867,0,3,1,0,0,0,0,0,1,1,intermediate
8,0.447,1.067,1.4,0,0,0,3.367,2.8,0,0.2,0.867,0,3,1,0,0,0,0,0,1,1,intermediate
8,0.447,1.067,1.4,0,0,0,3.367,2.8,0,0.2,0.867,0,3,1,0,0,0,0,0,0,0,intermediate
8.4,0.447,1.062,1.4,0,0,0,3.25,2.8,0,0.2,0.844,0,3,1,0,0,0,0,1,1,1,intermediate
8.4,0.447,1.062,1.4,0,0,0,3.25,2.8,0,0.2,0.844,0,3,1,0,0,0,0,1,0,0,intermediate
8.4,0.447,1.062,1.4,0,0,0,3.25,2.8,0,0.2,0.844,0,3,1,0,0,0,0,0,0,0,intermediate
8.4,0.447,1.062,1.4,0,0,0,3.219,2.8,0,0.2,0.844,0,3,1,0,0,0,0,0,0,0,intermediate
8,0.447,1.067,1.4,0,0,0,3.367,2.6,0,0.2,0.867,0,3,1,0,0,0,0,0,0,0,intermediate
8,0.447,1.103,1.4,0,0,0,3.655,2.6,0,0.2,0.862,0,3,0.833,0,0.167,0,0,0,7,2,intermediate
8,0.447,1.103,1.4,0,0,0,3.655,2.6,0,0.2,0.862,0,3,0.833,0,0.167,0,0,0,6,1,intermediate
8,0.447,1.103,1.4,0,0,0,3.655,2.6,0,0.2,0.862,0,3,0.833,0,0.167,0,0,0,0,0,intermediate
8,0.447,1.103,1.4,0,0,0,3.759,2.6,0,0.2,0.862,0,3,0.833,0,0.167,0,0,0,0,0,intermediate
8,0.447,1.103,1.4,0,0,0,3.69,2.6,0,0.2,0.862,0,3,0.833,0,0.167,0,0,0,0,0,intermediate
8,0.447,1.103,1.4,0,0,0,3.724,2.6,0,0.2,0.862,0,3,0.833,0,0.167,0,0,0,0,0,intermediate
8,0.447,1.103,1.4,0,0,0,3.759,2.6,0,0.2,0.862,0,3,0.833,0,0.167,0,0,0,6,2,intermediate
8,0.447,1.103,1.4,0,0,0,3.759,2.6,0,0.2,0.862,0,3,0.833,0,0.167,0,0,0,8,1,intermediate
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,intermediate
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,intermediate
15,0.923,1,1,0,0,0,0.933,7,0,0,0.467,0,1,1,1,1,0,0,0,0,0,intermediate
14,0.923,1,1,0,0,0,1,7,0,0,0.5,0,1,1,1,1,0,0,0,0,0,intermediate
7,0.462,1,1,0,0,0,1,3.5,0,0,0.5,0,1,1,0.5,0.5,0,0,0,0,0,intermediate
10,0.862,1,1.5,0,0,0,1,5,0,0,0.5,0,1,1,0.5,0.5,0,0,0,0,0,intermediate
6.667,0.574,1,1.333,0,0,0,1,3.333,0,0,0.5,0,1,1,0.333,0.333,0,0,0,0,0,intermediate
6.667,0.574,1,1.667,0,0,0,1,4.333,0,0,0.5,0,1,1,0.333,0.333,0,0,0,0,0,intermediate
8.667,0.841,1,1.667,0,0,0,1,4.333,0,0,0.5,0,1,1,0.333,0.333,0,0,0,0,0,intermediate
6.5,0.631,1,1.5,0,0,0,1,3.25,0,0,0.5,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
